,Prscrbr_NPI,Prscrbr_Last_Org_Name,Prscrbr_First_Name,Prscrbr_City,Prscrbr_State_Abrvtn,Prscrbr_State_FIPS,Prscrbr_Type,Prscrbr_Type_Src,Brnd_Name,Gnrc_Name,Tot_Clms,Tot_30day_Fills,Tot_Day_Suply,Tot_Drug_Cst,Tot_Benes,GE65_Sprsn_Flag,GE65_Tot_Clms,GE65_Tot_30day_Fills,GE65_Tot_Drug_Cst,GE65_Tot_Day_Suply,GE65_Bene_Sprsn_Flag,GE65_Tot_Benes,Year
18,1255382008,Massoud,Omar,Birmingham,AL,1,Gastroenterology,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,17,17.0,476,413063.1,,*,,,,,*,,2018
19,1336174143,Ells,Peter,East Setauket,NY,36,Gastroenterology,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,11,11.0,308,274029.06,,*,,,,,*,,2018
20,1346378940,Luetkemeyer,Anne,San Francisco,CA,6,Internal Medicine,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,11,11.0,308,276207.53,,,0.0,0.0,0.0,0.0,#,,2018
21,1366754715,Hinojosa,Kim,San Antonio,TX,48,Nurse Practitioner,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,58,59.8,1680,1548613.39,23.0,,19.0,19.0,499016.3,532.0,*,,2018
22,1396853255,Willner,Ira,Charleston,SC,45,Gastroenterology,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,12,12.0,336,314200.21,,*,,,,,*,,2018
23,1417238775,Pham,Eric,Santa Rosa,CA,6,Pharmacist,T,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,15,15.0,420,316575.75,,*,,,,,*,,2018
24,1467893792,Nguyen,Nina Bich Thy,Stockton,CA,6,Pharmacist,T,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,13,13.0,364,274365.65,,,13.0,13.0,274365.65,364.0,*,,2018
25,1508937889,Sepe,Thomas,Providence,RI,44,Gastroenterology,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,15,15.0,420,386741.28,,*,,,,,*,,2018
26,1558300137,Modi,Apurva,Fort Worth,TX,48,Gastroenterology,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,13,13.0,364,333335.24,,*,,,,,*,,2018
27,1598712754,Martinez,Anthony,Buffalo,NY,36,Internal Medicine,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,15,15.0,420,389251.08,,*,,,,,*,,2018
28,1619027364,Massoumi,Hatef,Bronx,NY,36,Gastroenterology,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,14,14.0,392,352993.01,,,14.0,14.0,352993.01,392.0,*,,2018
29,1619104460,Chang,Paul,Philadelphia,PA,42,Gastroenterology,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,14,14.0,196,147854.28,,#,,,,,*,,2018
30,1649272451,Benner,Kent,Portland,OR,41,Gastroenterology,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,12,12.0,336,309919.08,,,12.0,12.0,309919.08,336.0,*,,2018
31,1659890010,Li,Tiffany,Oakland,CA,6,Pharmacist,T,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,13,13.0,364,274365.65,,,13.0,13.0,274365.65,364.0,*,,2018
32,1679641112,Gordon,Stuart,Detroit,MI,26,Gastroenterology,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,11,11.0,308,263086.94,,*,,,,,*,,2018
33,1679777825,Mahmoudi,Tahar,Kansas City,MO,29,Gastroenterology,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,12,12.0,336,308025.49,,*,,,,,*,,2018
34,1689733305,Peterson,Angela,Los Angeles,CA,6,Physician Assistant,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,19,19.0,504,392850.94,,#,,,,,*,,2018
35,1689985715,Drozd,Kristine,New Haven,CT,9,Nurse Practitioner,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,12,12.0,322,306143.29,,*,,,,,*,,2018
36,1699735910,Storrs,Gina,Saint Paul,MN,27,Nurse Practitioner,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,18,18.0,504,456607.23,,#,,,,,*,,2018
37,1700847860,Maheshwari,Anurag,Baltimore,MD,24,Gastroenterology,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,11,11.0,308,269543.61,,*,,,,,*,,2018
38,1710092929,Cline,Lizabeth,Boston,MA,25,Nurse Practitioner,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,11,11.0,308,275326.17,,*,,,,,*,,2018
39,1720008899,Saab,Sammy,Los Angeles,CA,6,Internal Medicine,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,14,14.0,392,345998.03,,#,,,,,*,,2018
40,1740553494,Mckinney,Jeffrey,Palo Alto,CA,6,Nurse Practitioner,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,14,14.0,392,339712.99,,#,,,,,*,,2018
41,1811031222,Fenkel,Jonathan,Philadelphia,PA,42,Gastroenterology,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,11,11.0,308,284532.33,,*,,,,,*,,2018
42,1811909864,Cecil,Bennet,Louisville,KY,21,Gastroenterology,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,13,13.0,364,324603.72,,*,,,,,*,,2018
43,1831121664,Shambaugh,Patricia,Gainesville,FL,12,Physician Assistant,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,11,11.0,308,277703.12,,*,,,,,*,,2018
44,1861658445,Samardzija,Melanie,Chicago,IL,17,Nurse Practitioner,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,18,18.0,504,455390.13,,#,,,,,*,,2018
45,1881654226,Mena,Edward,Pasadena,CA,6,Undefined Physician type,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,27,27.0,756,677793.17,11.0,,15.0,15.0,374784.63,420.0,*,,2018
46,1922016757,Scheuermann,Jennifer,New Orleans,LA,22,Physician Assistant,S,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,15,15.0,420,373850.41,,#,,,,,*,,2018
47,1003240862,Anthony,Sumy,Cleveland,OH,39,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,173857.52,,#,,,,,*,,2018
48,1003254087,Duvall,Erin,Fordland,MO,29,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,15,15.0,420,202277.2,,*,,,,,*,,2018
49,1003334665,Clark,Jeremy,Bessemer,AL,1,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,16,16.0,448,214713.04,,*,,,,,*,,2018
50,1003820721,Greene,Stacy,Gretna,LA,22,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,14,14.0,392,187549.48,,*,,,,,*,,2018
51,1003859877,Mujica,Victor,Cedar Falls,IA,19,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,179877.12,,*,,,,,*,,2018
52,1003899212,Lavergne,Jose,North Miami Beach,FL,12,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.9,392,191185.73,,,13.0,13.9,191185.73,392.0,*,,2018
53,1003983404,Krok,Karen,Hershey,PA,42,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,16,16.0,448,209068.54,,*,,,,,*,,2018
54,1013089572,Adebajo,Adelero,Columbia,SC,45,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,15,15.0,394,203451.64,,*,,,,,*,,2018
55,1013133412,Venkat,Deepak,Cleveland,OH,39,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,20,20.0,560,257613.0,,,20.0,20.0,257613.0,560.0,*,,2018
56,1013156850,Azari,Soraya,San Francisco,CA,6,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,150349.86,,*,,,,,*,,2018
57,1013205285,Non,Lemuel Benedict,Iowa City,IA,19,Infectious Disease,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,163551.3,,*,,,,,*,,2018
58,1013233113,Ryland,Kristen,Jacksonville,FL,12,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,153057.55,,*,,,,,*,,2018
59,1013949643,Jennings,Carrie,Cincinnati,OH,39,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,160028.42,,*,,,,,*,,2018
60,1013980549,Motto,Jennifer,Eau Claire,WI,55,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,147326.02,,*,,,,,*,,2018
61,1023014065,Barber,Brent,Wenatchee,WA,53,Infectious Disease,S,Mavyret,Glecaprevir/Pibrentasvir,48,48.0,1344,639282.58,25.0,,22.0,22.0,292081.6,616.0,,11.0,2018
62,1023060480,Fink,Scott,Wynnewood,PA,42,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,174177.49,,*,,,,,*,,2018
63,1023081486,Beary,David,Marrero,LA,22,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,18,18.0,504,239427.86,,*,,,,,*,,2018
64,1023192275,Jahraus,Timothy,Hilo,HI,15,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,14,14.0,392,194420.07,,#,,,,,*,,2018
65,1023206133,Mazur,Tiffany,East Stroudsburg,PA,42,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,162667.7,,*,,,,,*,,2018
66,1023308640,Williams,Calvin,Baltimore,MD,24,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,15,15.0,420,197929.2,,*,,,,,*,,2018
67,1023313632,Moon,Juhi,Baltimore,MD,24,Infectious Disease,S,Mavyret,Glecaprevir/Pibrentasvir,20,20.0,560,271740.13,,*,,,,,*,,2018
68,1023320637,Ghufran,Aiman,Milwaukee,WI,55,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,150926.82,,*,,,,,*,,2018
69,1023341898,Cooper,Cherie,Sacramento,CA,6,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,174530.32,,*,,,,,*,,2018
70,1033172879,Carey,William,Cleveland,OH,39,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,174799.9,,*,,,,,*,,2018
71,1033196373,Gogia,Sudhanshu,Washington,MO,29,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,165609.5,,*,,,,,*,,2018
72,1033206032,Nunes,Frederick,Philadelphia,PA,42,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,160046.82,,*,,,,,*,,2018
73,1033206594,Vallejos,Cristian,Portland,OR,41,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,161960.94,,*,,,,,*,,2018
74,1033301502,Sidiq,Homayon,Houston,TX,48,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,16,16.0,448,215307.18,,#,,,,,*,,2018
75,1033467477,Stevens,Rhoda,Fort Worth,TX,48,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,22,22.0,616,300879.59,,#,,,,,*,,2018
76,1033645379,Espanola,Jordanna,Houston,TX,48,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,17,17.0,476,230493.31,,#,,,,,*,,2018
77,1043219165,Herring,Robert,Nashville,TN,47,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,14,14.0,392,195379.28,,*,,,,,*,,2018
78,1043237712,Wakil,Adil,San Francisco,CA,6,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,180182.18,,*,,,,,*,,2018
79,1043291628,Marxuach,Acisclo,Guaynabo,PR,72,Internal Medicine,T,Mavyret,Glecaprevir/Pibrentasvir,28,28.0,784,378071.26,14.0,,17.0,17.0,230306.58,476.0,*,,2018
80,1043292865,Sahagun,Geronimo,Anchorage,AK,2,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,148254.84,,*,,,,,*,,2018
81,1053442129,Green,Colleen,Charlottesville,VA,51,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,25,25.0,700,321426.85,,*,,,,,*,,2018
82,1053467365,Tyson,Gia,Baton Rouge,LA,22,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,148726.81,,*,,,,,*,,2018
83,1053487611,Thomas,Marice,Eureka,CA,6,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,27,27.0,756,364926.08,,#,,,,,*,,2018
84,1053501080,Devuni,Deepika,Worcester,MA,25,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,14,14.0,392,191607.39,,*,,,,,*,,2018
85,1053517565,Bierwirth,Robert,Cranston,RI,44,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,161964.93,,#,,,,,*,,2018
86,1053570432,Alnoah,Zaid,Atlanta,GA,13,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,150109.24,,,11.0,11.0,150109.24,308.0,*,,2018
87,1053727941,Palermo,Colleen,Rochester,NY,36,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,145091.26,,,11.0,11.0,145091.26,308.0,*,,2018
88,1063473569,Ezi-Ashi,James,Cookeville,TN,47,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,148576.36,,*,,,,,*,,2018
89,1063502235,Talal,Andrew,Buffalo,NY,36,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,39,39.0,1092,529386.01,20.0,,17.0,17.0,231398.22,476.0,*,,2018
90,1063569242,O'dea,Janice,Medford,OR,41,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,20,20.0,560,266060.06,,*,,,,,*,,2018
91,1063697159,Herrick,Timothy,Portland,OR,41,Family Practice,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,159466.12,,*,,,,,*,,2018
92,1063791010,Almeida Lalama,Monica,Oakland Park,FL,12,Internal Medicine,T,Mavyret,Glecaprevir/Pibrentasvir,31,31.0,868,414785.4,16.0,,14.0,14.0,187283.32,392.0,*,,2018
93,1073509774,Cherian,Reena,Richmond,VA,51,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,32,32.0,896,403544.07,13.0,,18.0,18.0,229657.91,504.0,*,,2018
94,1073517306,Nguyen,Huy,San Jose,CA,6,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,170670.91,,,13.0,13.0,170670.91,364.0,*,,2018
95,1073524211,Ayoub,Walid,West Hollywood,CA,6,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,21,21.0,588,250829.12,,#,,,,,*,,2018
96,1073524591,Muhumuza,Robert,Baton Rouge,LA,22,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,161422.43,,,0.0,0.0,0.0,0.0,#,,2018
97,1073545257,Pastrana Laborde,Rafael,Hato Rey,PR,72,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,22,22.0,616,294931.78,,,11.0,11.0,148290.6,308.0,*,,2018
98,1073568028,Mcmenamin,David,Winchester,KY,21,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,16,16.0,448,214232.09,,,0.0,0.0,0.0,0.0,#,,2018
99,1073576138,Mindikoglu,Ayse,Baltimore,MD,24,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,167999.93,,*,,,,,*,,2018
100,1073577110,O'shea,Robert,Cleveland,OH,39,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,155147.88,,*,,,,,*,,2018
101,1073604898,Soles,Michael,Los Angeles,CA,6,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,149479.8,,*,,,,,*,,2018
102,1073608451,Holt,J.,Greenville,SC,45,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,33,33.0,924,449115.03,15.0,,18.0,18.0,246090.67,504.0,*,,2018
103,1073674271,Cebollero,Francisco,Mayaguez,PR,72,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,28,28.0,784,376591.91,12.0,,16.0,16.0,215443.16,448.0,*,,2018
104,1073747291,Markanday,Anurag,Everett,WA,53,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,14,14.0,392,178795.24,,,0.0,0.0,0.0,0.0,#,,2018
105,1073791380,Skrypack,Susan,Valhalla,NY,36,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,13,19.3,560,235951.51,,*,,,,,*,,2018
106,1073834792,Grevenitis,Panayiotis,Mobile,AL,1,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,163913.2,,*,,,,,*,,2018
107,1073889101,Arnold,Rhonda,Dayton,OH,39,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,177532.0,,*,,,,,*,,2018
108,1073996567,Romano,Matthew,Liverpool,NY,36,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,146901.72,,*,,,,,*,,2018
109,1083047609,Corbito,Laura,Indianapolis,IN,18,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,31,31.0,868,417803.52,15.0,,19.0,19.0,257687.8,532.0,*,,2018
110,1083622963,Bacon,Bruce,Saint Louis,MO,29,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,47,47.0,1316,638193.91,20.0,,28.0,28.0,375052.28,784.0,#,,2018
111,1083630115,Green,Terry,Oklahoma City,OK,40,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,17,17.0,476,227916.26,,*,,,,,*,,2018
112,1083684633,Jacobson,Kris,Medford,OR,41,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,16,16.0,448,218530.72,,*,,,,,*,,2018
113,1083689475,Poterucha,John,Rochester,MN,27,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,146370.7,,*,,,,,*,,2018
114,1083697155,Good,Gary,Monticello,NY,36,General Practice,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,168543.1,,*,,,,,*,,2018
115,1083782734,Camp,Lolita,Saint Gabriel,LA,22,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,16,16.0,448,215255.0,,*,,,,,*,,2018
116,1083801518,Takata,Jay,Athens,TX,48,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,153668.84,,*,,,,,*,,2018
117,1083822803,Engelsman,Elaine,Muskegon,MI,26,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,157526.73,,*,,,,,*,,2018
118,1083847768,Syed,Rashid,Tampa,FL,12,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,14,14.0,392,180656.06,,*,,,,,*,,2018
119,1083881585,Penaloza,Orlando,Allentown,PA,42,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,14,14.0,392,184954.84,,*,,,,,*,,2018
120,1083917090,Yaseen Alsabbagh,Mohammed Eyad,Saint Louis,MO,29,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,17,17.0,476,231365.17,,*,,,,,*,,2018
121,1093739997,Ferguson,Tanda,Yakima,WA,53,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,20,20.0,560,262828.12,,*,,,,,*,,2018
122,1093779852,Ross,Conrad,Duluth,MN,27,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,17,17.0,476,227955.3,,*,,,,,*,,2018
123,1093886830,Angerame,Mary,Rochester,NY,36,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,20,20.0,560,269576.32,,*,,,,,*,,2018
124,1093972655,Strahotin,Cristina,Pittsburgh,PA,42,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,18,18.0,504,244719.81,,#,,,,,*,,2018
125,1104101807,Deuel,Jennifer,Philadelphia,PA,42,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,147957.75,,*,,,,,*,,2018
126,1104149202,Xiao,Zuoliang,Canton,OH,39,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,16,16.0,448,211885.34,,*,,,,,*,,2018
127,1104254721,Chandler,Rachel,Cincinnati,OH,39,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,14,14.0,392,184276.12,,*,,,,,*,,2018
128,1104272160,Gideon,Jennifer,Troy,MI,26,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,31,31.0,868,405745.09,14.0,#,,,,,*,,2018
129,1104813575,Yalamanchili,Gandhiji,Albany,GA,13,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,177332.18,,*,,,,,*,,2018
130,1104884709,Schreibman,Ian,Hershey,PA,42,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,18,18.0,504,244070.38,,*,,,,,*,,2018
131,1104968676,Carlo,Victor,San Juan,PR,72,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,149397.2,,*,,,,,*,,2018
132,1114092186,Jajodia,Prahalad,Fresno,CA,6,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,21,21.0,588,285563.39,12.0,#,,,,,*,,2018
133,1114162211,Garlapati,Vivek,Abilene,TX,48,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,16,16.0,448,216717.24,,*,,,,,*,,2018
134,1114223690,Lindahl,Deborah,Brunswick,GA,13,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,146677.48,,,0.0,0.0,0.0,0.0,#,,2018
135,1114903994,Amin,Shirish,Indiana,PA,42,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,17,17.0,476,222846.77,,*,,,,,*,,2018
136,1114913803,Morrison,Virginia,Cleveland,OH,39,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,32,32.0,896,412596.5,15.0,,13.0,13.0,168746.6,364.0,*,,2018
137,1114915741,Mcbride,Nathan,Ogden,UT,49,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,18,18.0,504,239772.78,,*,,,,,*,,2018
138,1114924578,Connor,Michael,Kansas City,MO,29,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,163407.32,,*,,,,,*,,2018
139,1114989290,Jain,Mamta,Dallas,TX,48,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,173806.18,,*,,,,,*,,2018
140,1114995818,Gieseler,Angela,Fairview Heights,IL,17,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,24,24.0,672,327599.02,11.0,*,,,,,*,,2018
141,1124000310,Bank,Leslie,Binghamton,NY,36,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,150026.14,,*,,,,,*,,2018
142,1124082748,Pockros,Paul,La Jolla,CA,6,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,15,15.0,420,202369.82,,,15.0,15.0,202369.82,420.0,*,,2018
143,1124117445,Giannattasio,Emily,Bronx,NY,36,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,24,24.0,672,316163.01,11.0,,13.0,13.0,172568.11,364.0,*,,2018
144,1124258777,Knudsen,Christopher,Springfield,MO,29,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,165233.44,,*,,,,,*,,2018
